#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	sample	pop	super_pop	gender
HG03378	0.0353049	-0.00445161	-0.00115887	0.000109181	-0.0252275	-0.0161403	0.0199142	0.00997161	0.00797671	-0.0336059	HG03378	MSL	AFR	female
HG03380	0.0353383	-0.00444793	-0.00188293	-0.00132204	-0.021886	-0.0264931	0.00801894	-0.00836854	0.00603256	-0.00196408	HG03380	MSL	AFR	female
HG03382	0.0350256	-0.00439477	-0.000921325	-0.000271711	-0.027833	-0.0142196	0.018003	0.0099418	0.0058475	-0.0374085	HG03382	MSL	AFR	male
HG03385	0.0352267	-0.00468353	-0.000926446	-0.00139358	-0.0210076	-0.0267494	0.00515802	-0.0100127	0.0036371	-0.00624897	HG03385	MSL	AFR	male
HG03388	0.0355027	-0.00441947	-0.00170117	-0.000748525	-0.0264006	-0.0311404	0.0052889	-0.00944643	0.0091211	-0.00189269	HG03388	MSL	AFR	male
HG03391	0.0359906	-0.00431364	-0.00208237	-0.00054291	-0.0242466	-0.0309974	0.00573437	-0.0126684	-0.00203094	0.00645691	HG03391	MSL	AFR	male
HG03394	0.0354766	-0.00449404	-0.000545417	-0.0010853	-0.0177651	-0.0275007	0.00517115	-0.00891305	-0.00403944	0.00407479	HG03394	MSL	AFR	male
HG03397	0.035387	-0.00436101	-0.000730634	-0.000927403	-0.0229381	-0.029405	0.00989846	0.00301983	0.0133587	0.00425773	HG03397	MSL	AFR	male
HG03401	0.0356567	-0.00419567	-0.0015536	-0.000798957	-0.0248977	-0.0276956	0.00464541	-0.0110326	0.00764742	-0.00166536	HG03401	MSL	AFR	female
HG03410	0.0351044	-0.00430255	-0.00156895	-0.00182325	-0.022825	-0.0273061	0.00521242	-0.00453823	0.000449151	-0.00575315	HG03410	MSL	AFR	female
HG03419	0.0349843	-0.00453559	-0.0019055	-0.000163302	-0.0238238	-0.0256999	0.00484468	-0.00799933	0.00233702	-0.00897184	HG03419	MSL	AFR	female
HG03428	0.0352858	-0.00468455	-0.00135866	-0.00180113	-0.0282179	-0.0312628	0.00505353	-0.00765342	0.01134	-0.0029491	HG03428	MSL	AFR	female
HG03432	0.0351464	-0.00428908	-0.00149871	-0.00121088	-0.0167386	-0.0257075	0.00326089	-0.00921116	0.00563414	0.00958068	HG03432	MSL	AFR	male
HG03433	0.0353536	-0.00438772	-0.00150984	-0.00179452	-0.026156	-0.0293755	0.00392808	-0.00969511	0.00726919	-0.00461903	HG03433	MSL	AFR	male
HG03436	0.035394	-0.00439664	-0.000315016	-0.000849264	-0.0227185	-0.0272251	0.00715989	-0.00583024	0.00473193	0.00235621	HG03436	MSL	AFR	male
HG03437	0.0349531	-0.00467577	-0.00188718	-0.00100311	-0.024522	-0.0294035	0.00443404	-0.00820237	0.0143137	0.00613838	HG03437	MSL	AFR	female
HG03439	0.0354821	-0.0046492	-0.0013563	-0.00230443	-0.0277101	-0.0290426	0.00845155	-0.00777267	0.00520361	-0.00341004	HG03439	MSL	AFR	male
HG03442	0.0353265	-0.00453944	-0.00116889	-0.00158181	-0.0245369	-0.0283934	0.00767372	-0.00656816	0.00360722	-0.00567037	HG03442	MSL	AFR	male
HG03445	0.0353608	-0.0042501	-0.00217333	-0.00143022	-0.0260297	-0.0296511	0.00254592	-0.00618151	0.00689615	-0.00333357	HG03445	MSL	AFR	male
HG03446	0.0355189	-0.00450158	-0.00145425	-0.00121383	-0.0280451	-0.0306676	0.00599502	-0.00571332	0.00600338	-0.000762626	HG03446	MSL	AFR	female
HG03449	0.0354243	-0.00452483	-0.00105806	-0.000449727	-0.0236892	-0.0275724	0.00969836	-0.00466222	0.00538651	-0.00576442	HG03449	MSL	AFR	female
HG03451	0.0356391	-0.00415683	-0.000804054	-0.000641639	-0.0230697	-0.0294984	0.00983517	0.000156095	0.0156362	0.0104114	HG03451	MSL	AFR	male
HG03452	0.0353257	-0.00439793	-0.000685534	-0.000496309	-0.0240695	-0.0264847	0.00830797	-0.00165781	0.00804142	0.006667	HG03452	MSL	AFR	female
HG03455	0.0356197	-0.00446567	-0.000605106	-0.00100293	-0.0227322	-0.0267973	0.00502137	-0.0090747	0.000368942	0.00601823	HG03455	MSL	AFR	female
HG03457	0.0353491	-0.00449184	-0.000563859	-0.00133016	-0.0211904	-0.02606	0.0027177	-0.011198	0.00626903	0.00287992	HG03457	MSL	AFR	male
HG03458	0.0353536	-0.00458586	-0.00174027	-0.00138119	-0.0248336	-0.0317812	0.0057198	-0.00668401	0.00671427	0.00377046	HG03458	MSL	AFR	female
HG03460	0.0354651	-0.00527001	-0.0017884	-0.0011382	-0.0258664	-0.0301906	0.00749652	-0.00721812	-0.000677559	0.00193116	HG03460	MSL	AFR	male
HG03461	0.0354126	-0.00465073	-0.00106135	-0.00144846	-0.0226443	-0.0281724	0.00479524	-0.00442885	0.0061957	-0.00204967	HG03461	MSL	AFR	female
HG03464	0.035958	-0.00471109	-0.00104438	-0.000412375	-0.0238247	-0.0306243	0.0115088	0.00394139	0.0146038	0.00611834	HG03464	MSL	AFR	female
HG03469	0.0355419	-0.00426404	-0.00142369	-0.00122809	-0.0243026	-0.0292133	0.0105978	-0.000469746	0.00510934	0.0109875	HG03469	MSL	AFR	male
HG03470	0.0355736	-0.00464628	-0.00178747	-0.00141844	-0.0256001	-0.0308718	0.00357156	-0.0130574	0.00822715	-0.00227655	HG03470	MSL	AFR	female
HG03472	0.0352665	-0.00410716	-0.000705294	-0.000736386	-0.0254038	-0.0311904	0.0124597	0.00120692	0.012649	0.00318278	HG03472	MSL	AFR	male
HG03473	0.0355957	-0.00456614	-0.00145301	-0.00131106	-0.0241345	-0.0289956	0.00527663	-0.00763687	0.00376311	-0.00114581	HG03473	MSL	AFR	female
HG03476	0.0351197	-0.00445419	-0.00103515	-0.00093737	-0.020608	-0.0268546	0.00382735	-0.00766333	0.0061693	0.00462089	HG03476	MSL	AFR	female
HG03478	0.0356864	-0.00476288	-0.0017996	-0.000813811	-0.0266864	-0.032839	0.00750816	-0.0047604	0.000361812	-0.00375367	HG03478	MSL	AFR	male
HG03479	0.0354301	-0.00468756	-0.00119205	-0.00143904	-0.023569	-0.0257736	0.00573052	-0.00522826	0.00140884	-0.00308014	HG03479	MSL	AFR	female
HG03484	0.0357128	-0.00474486	-0.00153164	-0.00111817	-0.0236261	-0.0325853	0.00936455	-0.00696798	0.00617896	0.00173938	HG03484	MSL	AFR	male
HG03485	0.0350834	-0.00457635	-0.00108049	-0.000668176	-0.0212675	-0.0280522	0.00452223	-0.00963886	0.00162791	0.00393256	HG03485	MSL	AFR	female
HG03488	-0.0104258	0.0108278	-0.0294297	-0.00914957	-0.00120701	-0.00550961	-0.00183692	-0.00953049	-0.00281561	-0.000648594	HG03488	PJL	SAS	female
HG03490	-0.0104766	0.012167	-0.0265861	-0.00946288	-0.000690142	-0.00913683	-0.00673637	-0.00966851	-0.0051541	-0.00485168	HG03490	PJL	SAS	male
HG03491	-0.0106097	0.00737153	-0.0354906	-0.012616	0.000567399	-0.00755735	-0.00273934	-0.00858475	-0.00451284	-0.00551505	HG03491	PJL	SAS	female
HG03499	0.0354581	-0.0040818	-0.000638128	-0.000818265	0.00627135	0.000442896	-0.0058032	-0.00991063	-0.0570145	-0.00980033	HG03499	ESN	AFR	female
HG03511	0.0354746	-0.00441311	-0.00135982	-0.00167279	0.0085789	0.0043899	-0.00687084	-0.0104855	-0.0536482	-0.0104852	HG03511	ESN	AFR	female
HG03514	0.0355892	-0.00433737	-0.00108995	-0.000704912	0.00401827	0.00403968	-0.00160002	-0.00593301	-0.0502535	-0.0183017	HG03514	ESN	AFR	female
HG03515	0.0353678	-0.00399997	-0.00157361	-0.00105884	0.00263868	0.000902671	-0.00220464	-0.00809801	-0.0461883	-0.0174365	HG03515	ESN	AFR	male
HG03517	0.0357928	-0.00456107	-0.00104909	-0.00157975	0.00572767	0.00239958	-0.00500163	-0.00648663	-0.0537945	-0.00451045	HG03517	ESN	AFR	female
HG03518	0.035403	-0.00491974	-0.000743883	-0.00116093	0.00812316	0.00115991	-0.00520594	-0.0100002	-0.052602	-0.00398086	HG03518	ESN	AFR	male
HG03520	0.03591	-0.00489581	-0.000899012	-0.000379263	0.00205726	0.00428278	0.000292793	-0.00480775	-0.0459044	-0.0139332	HG03520	ESN	AFR	female
HG03521	0.0354257	-0.00464801	-0.00100528	-0.000860379	0.00118501	0.00171093	0.0001609	-0.00470257	-0.0441122	-0.0204833	HG03521	ESN	AFR	male
HG03538	0.0341079	-0.00393549	-0.00101116	-0.00110181	-0.036665	-0.0468111	0.00654728	-0.00486875	0.0417685	0.0167622	HG03538	GWD	AFR	male
HG03539	0.0326467	-0.00274472	-0.000458788	-0.000372312	-0.0334915	-0.0436081	0.00205544	-0.00295222	0.037453	0.0140882	HG03539	GWD	AFR	female
HG03547	0.0353891	-0.00432095	-0.00129351	-0.000927016	-0.0244352	-0.0299134	0.00718089	-0.00902613	0.00385149	0.00664189	HG03547	MSL	AFR	male
HG03548	0.0352758	-0.00430597	-0.000908196	-0.00125468	-0.0217923	-0.0291184	0.00558861	-0.00817538	0.00290493	0.00343063	HG03548	MSL	AFR	female
HG03556	0.0352908	-0.00451438	-0.00119294	-0.0011268	-0.0213598	-0.0266689	0.00447191	-0.00463387	0.0026912	0.00719028	HG03556	MSL	AFR	male
HG03557	0.0354602	-0.00463339	-0.000983174	-0.000507134	-0.0220993	-0.0277531	0.00499307	-0.00907156	0.000251219	0.00553871	HG03557	MSL	AFR	female
HG03558	0.035526	-0.00458825	-0.00145283	-0.00157074	-0.0166515	-0.0278195	0.0027591	-0.0131632	0.00435243	0.0058074	HG03558	MSL	AFR	female
HG03559	0.0353747	-0.00436291	-0.00191668	-0.000565181	-0.0225908	-0.0279699	0.00490643	-0.00957495	0.000466075	0.00140147	HG03559	MSL	AFR	male
HG03563	0.0353709	-0.00460217	-0.00164188	-0.0010417	-0.0203102	-0.02817	0.00357655	-0.00822569	0.000993659	0.00186267	HG03563	MSL	AFR	female
HG03565	0.0348746	-0.0047429	-0.00137927	-0.0013641	-0.0242183	-0.0295428	0.00354975	-0.00973564	0.00306536	0.00577651	HG03565	MSL	AFR	male
HG03567	0.0354933	-0.00437754	-0.00133557	-0.00226241	-0.0219266	-0.0274453	0.00287224	-0.0118985	0.00559718	0.00931172	HG03567	MSL	AFR	female
HG03571	0.0353217	-0.00463169	-0.00196055	-0.00103041	-0.0236346	-0.0264043	0.00784355	-0.0073463	0.00797989	-0.00260108	HG03571	MSL	AFR	male
HG03572	0.0351225	-0.00464384	-0.000728773	-0.00126162	-0.0213061	-0.0271505	0.00342619	-0.00972844	0.00620797	0.00285234	HG03572	MSL	AFR	female
HG03575	0.0347685	-0.00415626	-0.00125695	-0.00100764	-0.0183456	-0.0219269	0.00467612	-0.00568516	0.00342299	0.00034792	HG03575	MSL	AFR	female
HG03577	0.0353922	-0.00413489	-0.0020694	-0.00060391	-0.0223847	-0.0257952	0.00571242	-0.0042196	-0.00274413	0.00682393	HG03577	MSL	AFR	male
HG03578	0.035191	-0.00412082	-0.00120039	-0.00100353	-0.0219199	-0.0261272	0.00758634	-0.00774373	0.0106563	0.00835564	HG03578	MSL	AFR	female
HG03583	0.0355088	-0.00420824	-0.00098399	-0.00117334	-0.0215758	-0.0292453	0.00476432	-0.00897765	0.000802127	0.000636075	HG03583	MSL	AFR	female
HG03585	-0.0110437	0.00189831	-0.03345	-0.0116793	-0.00153843	-0.00362352	-0.00224778	-0.0103731	0.000690518	0.00293223	HG03585	BEB	SAS	male
HG03589	-0.0110715	0.00255251	-0.0357996	-0.0118765	-0.00412468	-0.00601219	-0.00583638	-0.0061503	-0.00236173	-0.00287325	HG03589	BEB	SAS	female
HG03593	-0.0111809	0.00214395	-0.0339597	-0.0116132	-0.00257288	-0.00247767	-0.00290661	-0.00830452	-0.00427842	0.00453215	HG03593	BEB	SAS	male
HG03594	-0.0109182	0.00183447	-0.0335278	-0.0121501	-0.00353589	-0.00253441	-0.00373061	-0.00926122	-0.00579775	-0.000408834	HG03594	BEB	SAS	male
HG03595	-0.0112319	0.00196736	-0.0332219	-0.0111294	-0.0047309	-0.00639129	-0.0036977	-0.00890447	-0.00620276	-0.00560354	HG03595	BEB	SAS	female
HG03598	-0.0112798	0.00228555	-0.0330748	-0.0111162	-0.00160328	-0.00415907	-0.00340049	-0.0130663	-0.00498877	-0.00294723	HG03598	BEB	SAS	female
HG03600	-0.0107792	0.00327854	-0.0406407	-0.016366	-0.0051076	0.0108439	0.015871	0.0094788	0.00220961	-0.0327941	HG03600	BEB	SAS	male
HG03603	-0.0112986	0.000915448	-0.0343375	-0.011421	-0.00751066	0.00993889	0.0134354	0.00582416	0.0014474	-0.0357547	HG03603	BEB	SAS	male
HG03604	-0.0111835	0.0018992	-0.0342917	-0.0114642	-0.0053623	0.00814899	0.0148179	0.00456913	0.00446535	-0.0362983	HG03604	BEB	SAS	female
HG03607	-0.0111805	0.00144534	-0.0337392	-0.0113189	-0.00358632	-0.00618585	-0.00044	-0.0125253	-0.00508955	-0.00257014	HG03607	BEB	SAS	female
HG03611	-0.0113737	0.00162169	-0.0320449	-0.0104383	-0.00916343	0.00597888	0.00849994	0.0086094	-0.000388069	-0.0414631	HG03611	BEB	SAS	female
HG03615	-0.0109286	0.00235838	-0.0335664	-0.0105644	-0.000555123	-0.00483038	-0.00382379	-0.00383034	0.000195439	0.00441881	HG03615	BEB	SAS	male
HG03616	-0.0107985	0.00210452	-0.0334972	-0.0117148	-0.000836124	-0.00484559	-0.00448994	-0.00991054	-0.00433374	0.0056	HG03616	BEB	SAS	female
HG03619	-0.0105474	0.0139736	-0.0222985	-0.00631886	-0.00490075	-0.000637441	0.00856317	-0.00120715	-7.6568e-05	-0.0301647	HG03619	PJL	SAS	female
HG03624	-0.0103328	0.0138499	-0.0260094	-0.00834927	0.000369194	-0.00547566	-0.00728114	-0.0101385	-0.00784353	0.00357642	HG03624	PJL	SAS	male
HG03625	-0.0104278	0.0144076	-0.024575	-0.00714214	-0.000182452	-0.00717172	-0.00882311	-0.0129258	-0.00918032	-0.00100684	HG03625	PJL	SAS	female
HG03629	-0.0101735	0.0117125	-0.0274979	-0.00865992	-0.00154377	-0.00472575	-0.00498556	-0.0100936	-0.00640262	-0.00691203	HG03629	PJL	SAS	male
HG03631	-0.0104348	0.0107966	-0.0295754	-0.00929244	-0.00259291	-0.00653455	-0.00309066	-0.00690683	-0.00560131	-0.00856363	HG03631	PJL	SAS	female
HG03634	-0.0106502	0.012556	-0.0248725	-0.00609436	-0.00635275	0.00294572	0.00980951	0.00664594	-0.000238172	-0.0394155	HG03634	PJL	SAS	female
HG03636	-0.0107125	0.00982668	-0.0284318	-0.00959376	0.00392957	-0.0055663	-0.0035115	-0.0126507	-0.0042239	0.00395757	HG03636	PJL	SAS	male
HG03640	-0.0105977	0.0058647	-0.0368749	-0.0143153	0.00383149	-0.00501116	-0.00463525	-0.00774387	-0.00435625	-0.0015267	HG03640	PJL	SAS	female
HG03642	-0.0103579	0.00408951	-0.0416929	-0.0159975	0.00161898	-0.0045672	-0.00394113	-0.00288342	-0.00113233	0.00471586	HG03642	STU	SAS	female
HG03643	-0.0103676	0.00534317	-0.0398201	-0.0140186	-0.000750752	-0.00243371	-0.00360245	0.00152705	0.00324184	-0.00297667	HG03643	STU	SAS	female
HG03644	-0.0102814	0.00550313	-0.0398398	-0.0144741	-0.000587256	-0.00285314	-0.000608681	-0.00185047	0.000325383	-0.00696217	HG03644	STU	SAS	male
HG03645	-0.0104116	0.00465558	-0.0412182	-0.0144243	-0.00120582	-0.00396902	-0.00395184	-0.00306825	-0.00279929	-0.00660023	HG03645	STU	SAS	female
HG03646	-0.0104161	0.00500345	-0.0399323	-0.0141897	-0.0020992	-0.00390936	-0.000996051	-0.00427578	-0.00285694	-0.00593881	HG03646	STU	SAS	male
HG03649	-0.0103606	0.00907848	-0.0303591	-0.0116348	0.00189355	-0.00644108	-0.00788351	-0.00965086	-0.00422277	0.00672412	HG03649	PJL	SAS	male
HG03652	-0.0105188	0.00823845	-0.0343663	-0.0130691	0.00417794	-0.00394402	-0.00695053	-0.00919469	-0.00511381	0.00689181	HG03652	PJL	SAS	male
HG03653	-0.0103983	0.0086446	-0.0330356	-0.012614	0.00197032	-0.00310735	-0.00719194	-0.00994292	-0.0056198	0.00743862	HG03653	PJL	SAS	female
HG03660	-0.0108125	0.00629744	-0.0369564	-0.0133778	-0.00285168	-0.00307593	0.000893334	-0.00702811	-0.00163906	-0.00871335	HG03660	PJL	SAS	male
HG03663	-0.0107473	0.00570128	-0.0386861	-0.0143039	-0.00345309	-0.000744615	0.00436792	-0.00762951	-0.00021014	-0.0144017	HG03663	PJL	SAS	male
HG03667	-0.0107494	0.00423439	-0.0375852	-0.0131052	-0.0062647	0.0098663	0.0116458	0.0106272	0.00410302	-0.0416087	HG03667	PJL	SAS	male
HG03668	-0.010535	0.00821	-0.0314929	-0.0105909	-0.00513918	0.00312267	0.0120777	0.00711516	0.000762123	-0.0366149	HG03668	PJL	SAS	female
HG03672	-0.010341	0.00668233	-0.0403868	-0.0149945	-0.00322055	-0.00346828	-0.0038128	-0.00287499	0.000666405	-0.00723419	HG03672	STU	SAS	male
HG03673	-0.0102216	0.00560711	-0.039275	-0.0151013	-0.0013074	-0.00458417	-0.00136341	0.00170947	0.00126208	-0.000906967	HG03673	STU	SAS	female
HG03679	-0.010173	0.0058845	-0.0401961	-0.0142264	-0.000522125	-0.00488743	-0.00153018	0.000659057	-0.00134553	-0.00473254	HG03679	STU	SAS	male
HG03680	-0.0104237	0.00567439	-0.040739	-0.0151991	-0.00288769	-0.00357343	-0.00287164	0.000429384	0.00129155	-0.00227305	HG03680	STU	SAS	male
HG03681	-0.0103617	0.00550834	-0.0394666	-0.0152159	0.000772926	-0.00584605	1.26805e-05	0.00135924	0.000741165	-0.00328279	HG03681	STU	SAS	male
HG03684	-0.0103942	0.00229311	-0.0436963	-0.0184842	0.00137118	-0.00500003	-0.00518154	-0.00322569	-0.00449741	0.00456551	HG03684	STU	SAS	female
HG03685	-0.0102943	0.00509786	-0.0404619	-0.0149594	-0.000981193	-0.00391034	0.00119091	0.00148985	0.00116894	-0.00422642	HG03685	STU	SAS	male
HG03686	-0.0104327	0.00366785	-0.0425608	-0.0173899	0.00106352	-0.00479767	-0.00365499	-0.00278418	-0.000641406	-0.00933733	HG03686	STU	SAS	male
HG03687	-0.0103337	0.00541234	-0.0400755	-0.0158807	-0.00153425	-0.00481006	-0.0049799	-0.00270876	-0.000718044	-0.00915893	HG03687	STU	SAS	male
HG03689	-0.0106357	0.00531585	-0.0415243	-0.0152259	0.000640589	-0.0044752	-0.00364546	-0.00361302	-0.00347542	-0.00777945	HG03689	STU	SAS	female
HG03690	-0.0103945	0.00562353	-0.0400626	-0.0160468	0.00289225	-0.00315625	-0.00179732	-0.0023432	-0.00295676	-0.0069379	HG03690	STU	SAS	female
HG03691	-0.0105412	0.00438193	-0.0404189	-0.014696	0.00052747	-0.00479076	-0.0032973	-0.000151011	-0.000272153	-0.0083309	HG03691	STU	SAS	male
HG03692	-0.0102787	0.00427097	-0.0410906	-0.0153768	-0.00070358	-0.00553089	-0.00155145	-1.39635e-05	-0.00117158	0.000236014	HG03692	STU	SAS	female
HG03693	-0.0105093	0.00424061	-0.040605	-0.0154853	0.00206588	-0.00617923	0.000343386	0.00605245	0.00158694	-0.00741277	HG03693	STU	SAS	male
HG03694	-0.0105818	0.00568284	-0.0299905	-0.00830444	-0.00619458	-0.00470561	-0.00512119	-0.00747031	-0.0029333	-0.00980424	HG03694	STU	SAS	male
HG03695	-0.0104968	0.00504374	-0.0413396	-0.0153794	-9.9797e-05	-0.00622792	-0.00436959	-0.00140675	-0.00164189	-0.00995703	HG03695	STU	SAS	male
HG03696	-0.0105359	0.00560869	-0.0404514	-0.0148588	-0.00177417	-0.00514594	-0.0013138	-0.00536466	-0.0022576	-0.00908347	HG03696	STU	SAS	male
HG03697	-0.0102788	0.00541595	-0.0399538	-0.0147398	0.00025376	-0.00694687	-0.00390265	-0.00187111	-0.00344409	-0.00706141	HG03697	STU	SAS	male
HG03698	-0.0104083	0.00547657	-0.0384353	-0.01487	-7.17086e-05	-0.00690705	0.000156782	-0.00546789	-0.0016392	-0.010687	HG03698	STU	SAS	female
HG03702	-0.0106765	0.00694149	-0.035326	-0.0131728	-0.0030756	0.00269521	0.0113662	0.00873853	0.00162954	-0.0356461	HG03702	PJL	SAS	male
HG03703	-0.0109102	0.00725325	-0.0341577	-0.012042	-0.00557244	0.00547003	0.0122838	0.00350611	0.000329963	-0.0327276	HG03703	PJL	SAS	female
HG03705	-0.0106861	0.00607542	-0.0372553	-0.0139756	0.00233097	-0.00340574	-0.00386862	-0.00786273	-0.000648911	-0.00402273	HG03705	PJL	SAS	male
HG03706	-0.0105004	0.00696141	-0.0364506	-0.0144451	0.00182374	-0.00253438	-0.00266474	-0.012815	-0.00576043	-0.00105715	HG03706	PJL	SAS	female
HG03708	-0.010834	0.00904719	-0.0307298	-0.00952761	-0.00488304	0.0030748	0.00745665	0.00415929	0.00290164	-0.0321751	HG03708	PJL	SAS	male
HG03709	-0.0108598	0.00629694	-0.0340695	-0.0115937	-0.00592806	0.00681726	0.0123681	0.00611575	-0.000295226	-0.0377406	HG03709	PJL	SAS	female
HG03711	-0.010231	0.00615223	-0.0399692	-0.0155144	-0.000220229	-0.00314126	0.000185253	-0.0049825	-0.0010447	-0.00883811	HG03711	STU	SAS	male
HG03713	-0.0103262	0.00863608	-0.032872	-0.0111364	0.000238449	-0.00714319	-1.14143e-05	-0.00427241	0.000804616	-0.00349193	HG03713	ITU	SAS	male
HG03714	-0.0104065	0.00905421	-0.0328317	-0.0112695	-0.00334525	-0.00199546	-0.000683197	-0.00131004	0.00102309	-0.00323134	HG03714	ITU	SAS	female
HG03716	-0.0105179	0.00948111	-0.0331732	-0.0120673	0.000383082	-0.00547034	0.000620598	-0.00209451	0.000475258	-0.00530508	HG03716	ITU	SAS	male
HG03717	-0.0105773	0.00515569	-0.0435958	-0.0169454	0.000298289	0.00107008	0.00173399	0.0064945	0.00135153	0.000526398	HG03717	ITU	SAS	female
HG03718	-0.0104751	0.00474288	-0.0432323	-0.0181336	0.00207715	-0.001108	-0.00177677	-0.00494191	-0.00247405	-0.0048034	HG03718	ITU	SAS	male
HG03720	-0.010588	0.00431035	-0.040463	-0.0153119	7.98192e-05	-0.00508459	-0.00308212	-0.00547603	-0.00332175	0.000209606	HG03720	ITU	SAS	male
HG03722	-0.0102061	0.00458243	-0.0423571	-0.0170876	0.000633445	-0.0038456	-0.000700197	-0.00167202	-0.00150988	0.00128152	HG03722	ITU	SAS	female
HG03727	-0.0101344	0.00678779	-0.0383787	-0.0150553	-0.00118717	-0.0080928	-0.00535711	-0.000496558	-0.000921369	0.00161078	HG03727	ITU	SAS	male
HG03729	-0.0103927	0.0066474	-0.0403559	-0.0152479	-0.000439705	-0.00302569	0.000457238	0.00397872	0.000335557	-0.00301126	HG03729	ITU	SAS	male
HG03730	-0.0104092	0.00213365	-0.0435732	-0.0177671	-0.000193682	-0.003927	0.00148814	0.00373974	0.00401847	0.00195174	HG03730	ITU	SAS	female
HG03731	-0.0103096	0.00722667	-0.0392349	-0.014641	-0.00204333	-0.00560241	-0.00180461	-0.0033631	-0.00162528	0.000374783	HG03731	ITU	SAS	female
HG03733	-0.01041	0.00512647	-0.0422397	-0.0163831	-0.00233804	-0.00177276	-0.00174804	2.63308e-05	-0.00468308	-0.02942	HG03733	STU	SAS	female
HG03736	-0.0105194	0.00490439	-0.0390906	-0.0146113	0.00065506	-0.00198208	-0.00453948	-0.00034262	-0.00365622	-0.00798635	HG03736	STU	SAS	female
HG03738	-0.0103449	0.00618879	-0.0400298	-0.0145003	-0.00109477	-0.00539016	-0.00385056	-0.00398738	-0.00370017	-0.00637548	HG03738	STU	SAS	male
HG03740	-0.0103911	0.00438238	-0.0423601	-0.0163305	0.00140613	-0.00291299	0.00194184	0.000510908	0.00110125	0.00345635	HG03740	STU	SAS	male
HG03741	-0.0105224	0.00409496	-0.0405385	-0.0140418	-0.0011053	-0.00214585	0.00126775	0.00104504	0.00264143	-0.00783858	HG03741	STU	SAS	female
HG03742	-0.0105631	0.00470118	-0.0398598	-0.0150844	-0.00187605	-0.00389834	-0.00188827	-0.00333211	-0.00198676	-0.00842915	HG03742	ITU	SAS	male
HG03743	-0.0106715	0.00123031	-0.0444777	-0.0172012	0.00155942	-0.00441439	-0.000947041	0.00301932	0.000491427	-0.00243568	HG03743	STU	SAS	male
HG03744	-0.0104332	0.00440426	-0.0398534	-0.0153097	-0.000456705	-0.00597988	-0.00536873	-0.00389226	-0.00471604	-0.0050501	HG03744	STU	SAS	male
HG03745	-0.0104071	0.00544555	-0.039714	-0.0158732	0.00121226	-0.00523503	-0.00473556	-0.00228698	-0.00316344	-0.00507036	HG03745	STU	SAS	male
HG03746	-0.0106103	0.00922037	-0.0326431	-0.0113566	0.0029472	-0.0073735	-0.00261346	-0.00855362	-0.00149999	0.00796035	HG03746	STU	SAS	male
HG03750	-0.0103127	0.00554564	-0.0398362	-0.0148444	-0.000132727	-0.00391406	-0.00438109	-0.000615493	0.0011679	-0.00115745	HG03750	STU	SAS	male
HG03752	-0.0104105	0.00598224	-0.0392148	-0.0144306	0.000586789	-0.00385258	-0.00300137	-0.00347279	-0.00499442	-0.00900905	HG03752	STU	SAS	female
HG03753	-0.0101483	0.00497527	-0.0398163	-0.0147614	-0.00249447	-0.00583677	-0.00597637	-0.00155104	-0.00396384	-0.0099003	HG03753	STU	SAS	male
HG03754	-0.010146	0.00598808	-0.0402093	-0.0155521	-0.00215871	-0.00326683	-0.00682164	-0.00233481	0.000203306	-0.00145621	HG03754	STU	SAS	female
HG03755	-0.0103968	0.00538061	-0.0400795	-0.015116	-0.00104937	-0.00665199	-0.00616591	-0.00578839	-0.000905655	-0.00329677	HG03755	STU	SAS	male
HG03756	-0.0102767	0.00588811	-0.0391091	-0.0148339	-0.00130736	-0.00532571	-0.00505304	0.000268784	0.000138936	-0.0011596	HG03756	STU	SAS	female
HG03757	-0.0103642	0.0025434	-0.0445085	-0.0173603	0.00273451	-0.00463222	-0.0026774	-0.00452087	0.00143526	0.00699696	HG03757	STU	SAS	female
HG03760	-0.0104032	0.00521494	-0.040271	-0.0142678	-0.00197609	-0.00455669	-0.00540505	-0.00366528	-0.00385451	-0.00775014	HG03760	STU	SAS	female
HG03762	-0.0104039	0.00576303	-0.0368314	-0.0132175	0.00362472	-0.00204386	-0.00635627	-0.006325	-0.00611959	0.000483707	HG03762	PJL	SAS	female
HG03765	-0.0105306	0.0110192	-0.0283061	-0.00835079	-0.000327283	-0.00355338	-0.007267	-0.0101116	-0.00470101	0.00553737	HG03765	PJL	SAS	female
HG03767	-0.0105255	0.0145057	-0.0223907	-0.00562524	0.00150323	-0.00769279	-0.0113914	-0.00901302	-0.00808874	0.00234373	HG03767	PJL	SAS	male
HG03770	-0.0103362	0.00257275	-0.0399065	-0.0141956	-0.000318434	-0.0029572	-0.00307044	-0.00228257	0.00137018	-0.00314814	HG03770	ITU	SAS	female
HG03771	-0.0106737	0.00344906	-0.0399179	-0.0144375	-0.00163087	-0.00348574	-0.00158939	0.0002807	-0.000340713	0.00122848	HG03771	ITU	SAS	male
HG03772	-0.0106332	0.00492196	-0.0452632	-0.0185268	-0.00146085	0.000798875	0.00235072	0.00685734	0.00240363	-0.00179093	HG03772	ITU	SAS	female
HG03773	-0.0104569	0.00513445	-0.0452154	-0.0175581	0.000918978	-0.00359419	-0.000879252	0.00091798	0.000941088	0.00441768	HG03773	ITU	SAS	male
