#IID	ALLELE_CT	NAMED_ALLELE_DOSAGE_SUM	Beta_AVG	Beta_SUM	sample	pop	super_pop	gender	PRS_Z
HG03235	7300	3124	-0.00828251	-60.4623	HG03235	PJL	SAS	female	2.1598842664707254
HG03237	7300	3232	-0.00824316	-60.1751	HG03237	PJL	SAS	male	2.3605327025529537
HG03238	7300	3183	-0.00838095	-61.1809	HG03238	PJL	SAS	female	1.6578439942956202
HG03240	7300	3116	-0.00618989	-45.1862	HG03240	GWD	AFR	male	12.83232707439461
HG03241	7300	3066	-0.00618019	-45.1154	HG03241	GWD	AFR	female	12.881790546799282
HG03246	7300	3083	-0.00715547	-52.2349	HG03246	GWD	AFR	male	7.907847160004607
HG03247	7300	3080	-0.00624667	-45.6007	HG03247	GWD	AFR	female	12.542742197110194
HG03258	7300	3084	-0.00648811	-47.3632	HG03258	GWD	AFR	male	11.311395161612534
HG03259	7300	3095	-0.00638715	-46.6262	HG03259	GWD	AFR	female	11.826290347519926
HG03265	7300	3051	-0.00690984	-50.4418	HG03265	ESN	AFR	male	9.16057247594836
HG03267	7300	3083	-0.00613549	-44.7891	HG03267	ESN	AFR	female	13.109755674562624
HG03268	7300	3083	-0.00703185	-51.3325	HG03268	ESN	AFR	male	8.538296842179411
HG03270	7300	3048	-0.00587416	-42.8814	HG03270	ESN	AFR	female	14.442544746686817
HG03271	7300	3070	-0.00758319	-55.3573	HG03271	ESN	AFR	male	5.726424190564663
HG03279	7300	3070	-0.00777908	-56.7873	HG03279	ESN	AFR	female	4.72737382984883
HG03280	7300	3129	-0.00624915	-45.6188	HG03280	ESN	AFR	male	12.530096874362673
HG03291	7300	3118	-0.00735144	-53.6655	HG03291	ESN	AFR	female	6.9083776173192435
HG03294	7300	3034	-0.00627722	-45.8237	HG03294	ESN	AFR	female	12.386946231767794
HG03295	7300	3101	-0.00539581	-39.3894	HG03295	ESN	AFR	male	16.88218380935793
HG03297	7300	3071	-0.00692352	-50.5417	HG03297	ESN	AFR	female	9.09077867802143
HG03298	7300	3092	-0.00619264	-45.2063	HG03298	ESN	AFR	male	12.81828447841532
HG03300	7300	3064	-0.00557642	-40.7079	HG03300	ESN	AFR	female	15.961031431313295
HG03301	7300	3040	-0.00669686	-48.8871	HG03301	ESN	AFR	male	10.24674282266508
HG03303	7300	3103	-0.00576549	-42.0881	HG03303	ESN	AFR	female	14.996773174068547
HG03304	7300	3025	-0.00534062	-38.9865	HG03304	ESN	AFR	male	17.16366450189808
HG03311	7300	3061	-0.00655427	-47.8462	HG03311	ESN	AFR	male	10.97395367613998
HG03313	7300	3067	-0.00667162	-48.7028	HG03313	ESN	AFR	male	10.375501550972718
HG03342	7300	3104	-0.00433732	-31.6624	HG03342	ESN	AFR	female	22.28054894030286
HG03343	7300	3066	-0.00653536	-47.7081	HG03343	ESN	AFR	male	11.070435392793726
HG03351	7300	3057	-0.00746473	-54.4925	HG03351	ESN	AFR	female	6.330605135982185
HG03352	7300	3074	-0.00459344	-33.5321	HG03352	ESN	AFR	male	20.974308059582306
HG03354	7300	3056	-0.00714729	-52.1752	HG03354	ESN	AFR	female	7.949555765972958
HG03363	7300	3144	-0.00337922	-24.6683	HG03363	ESN	AFR	female	27.166883295465535
HG03366	7300	3103	-0.00548462	-40.0377	HG03366	ESN	AFR	female	16.429257691279556
HG03367	7300	3094	-0.00718336	-52.4385	HG03367	ESN	AFR	male	7.765604745010385
HG03369	7300	3092	-0.00644234	-47.0291	HG03369	ESN	AFR	female	11.544809654979778
HG03370	7300	3107	-0.00727138	-53.0811	HG03370	ESN	AFR	male	7.316660855642555
HG03372	7300	3047	-0.00653622	-47.7144	HG03372	ESN	AFR	female	11.066033982113654
HG03376	7300	3050	-0.0075281	-54.9551	HG03376	MSL	AFR	male	6.007415837473691
HG03378	7300	3062	-0.00652623	-47.6415	HG03378	MSL	AFR	female	11.116964591411682
HG03380	7300	3052	-0.0064741	-47.2609	HG03380	MSL	AFR	female	11.382865687417588
HG03382	7300	3095	-0.0072847	-53.1783	HG03382	MSL	AFR	male	7.248753376578513
HG03385	7300	3053	-0.00686345	-50.1032	HG03385	MSL	AFR	male	9.397130834087088
HG03388	7300	3105	-0.00640951	-46.7894	HG03388	MSL	AFR	male	11.712272851807459
HG03391	7300	3031	-0.00731495	-53.3991	HG03391	MSL	AFR	male	7.0944944117910635
HG03394	7300	3070	-0.0067123	-48.9998	HG03394	MSL	AFR	male	10.168006476054817
HG03397	7300	3059	-0.00724774	-52.9085	HG03397	MSL	AFR	male	7.437245535544342
HG03401	7300	3072	-0.00649508	-47.4141	HG03401	MSL	AFR	female	11.275834557863979
HG03410	7300	3090	-0.00733001	-53.5091	HG03410	MSL	AFR	female	7.017644384043692
HG03419	7300	3074	-0.00736882	-53.7924	HG03419	MSL	AFR	female	6.819720630763412
HG03428	7300	3084	-0.00664919	-48.5391	HG03428	MSL	AFR	female	10.489868364993129
HG03432	7300	3038	-0.0065221	-47.6113	HG03432	MSL	AFR	male	11.138063417211415
HG03433	7300	3072	-0.00698212	-50.9695	HG03433	MSL	AFR	male	8.791901933745743
HG03436	7300	3057	-0.00648092	-47.3107	HG03436	MSL	AFR	male	11.348073583946508
HG03437	7300	3081	-0.00655266	-47.8344	HG03437	MSL	AFR	female	10.982197588207425
HG03439	7300	3061	-0.00706992	-51.6104	HG03439	MSL	AFR	male	8.344145726624918
HG03442	7300	3052	-0.00614692	-44.8725	HG03442	MSL	AFR	male	13.051489380797797
HG03445	7300	3085	-0.0071929	-52.5082	HG03445	MSL	AFR	male	7.7169097728831835
HG03446	7300	3042	-0.00545518	-39.8228	HG03446	MSL	AFR	female	16.579394700033287
HG03449	7300	3030	-0.00664063	-48.4766	HG03449	MSL	AFR	female	10.533533153485955
HG03451	7300	3110	-0.00544292	-39.7333	HG03451	MSL	AFR	male	16.641922677155012
HG03452	7300	3037	-0.00560259	-40.8989	HG03452	MSL	AFR	female	15.827591837679226
HG03455	7300	3076	-0.00502793	-36.7039	HG03455	MSL	AFR	female	18.758372441317636
HG03457	7300	3068	-0.00679622	-49.6124	HG03457	MSL	AFR	male	9.740021685163542
HG03458	7300	3075	-0.0067616	-49.3597	HG03458	MSL	AFR	female	9.916567157997736
HG03460	7300	3083	-0.0062834	-45.8688	HG03460	MSL	AFR	male	12.355437720391373
HG03461	7300	3084	-0.00702081	-51.2519	HG03461	MSL	AFR	female	8.594606953419762
HG03464	7300	3074	-0.00664405	-48.5016	HG03464	MSL	AFR	female	10.51606723808882
HG03469	7300	3063	-0.0067007	-48.9151	HG03469	MSL	AFR	male	10.227180997420291
HG03470	7300	3058	-0.00689801	-50.3555	HG03470	MSL	AFR	female	9.220864815899253
HG03472	7300	3035	-0.00698277	-50.9742	HG03472	MSL	AFR	male	8.788618341651077
HG03473	7300	3021	-0.00633819	-46.2688	HG03473	MSL	AFR	female	12.075983074037296
HG03476	7300	3121	-0.00586175	-42.7908	HG03476	MSL	AFR	female	14.505841224086018
HG03478	7300	3063	-0.00632408	-46.1658	HG03478	MSL	AFR	male	12.147942645473472
HG03479	7300	3081	-0.00557464	-40.6949	HG03479	MSL	AFR	female	15.970113707319806
HG03484	7300	3094	-0.0070483	-51.4526	HG03484	MSL	AFR	male	8.454390584611604
HG03485	7300	3087	-0.005593	-40.8289	HG03485	MSL	AFR	female	15.87649640079119
HG03488	7300	3273	-0.00795295	-58.0565	HG03488	PJL	SAS	female	3.8406642369673363
HG03490	7300	3204	-0.0083389	-60.874	HG03490	PJL	SAS	male	1.872255571710787
HG03491	7300	3283	-0.00867384	-63.319	HG03491	PJL	SAS	female	0.1640890458714756
HG03499	7300	3091	-0.00737145	-53.8116	HG03499	ESN	AFR	female	6.806306807738418
HG03511	7300	3083	-0.00702808	-51.305	HG03511	ESN	AFR	female	8.557509349116257
HG03514	7300	3051	-0.00741675	-54.1423	HG03514	ESN	AFR	female	6.575267678865182
HG03515	7300	3076	-0.00741701	-54.1442	HG03515	ESN	AFR	male	6.573940269295001
HG03517	7300	3037	-0.00654353	-47.7678	HG03517	ESN	AFR	female	11.02872678682538
HG03518	7300	3037	-0.00725084	-52.9311	HG03518	ESN	AFR	male	7.421456348025334
HG03520	7300	3086	-0.00623821	-45.5389	HG03520	ESN	AFR	female	12.585917939971903
HG03521	7300	3074	-0.0071489	-52.187	HG03521	ESN	AFR	male	7.941311853905512
HG03538	7300	3077	-0.00632067	-46.1409	HG03538	GWD	AFR	male	12.16533869720901
HG03539	7300	3046	-0.00682003	-49.7862	HG03539	GWD	AFR	female	9.618598641322695
HG03547	7300	3075	-0.00749121	-54.6858	HG03547	MSL	AFR	male	6.195558678131576
HG03548	7300	3031	-0.0066263	-48.372	HG03548	MSL	AFR	female	10.606610543507545
HG03556	7300	3042	-0.00719111	-52.4951	HG03556	MSL	AFR	male	7.72606191255128
HG03557	7300	3099	-0.00659478	-48.1419	HG03557	MSL	AFR	female	10.767366828822729
HG03558	7300	3115	-0.00737527	-53.8395	HG03558	MSL	AFR	female	6.786814846155219
HG03559	7300	3042	-0.00749822	-54.737	HG03559	MSL	AFR	male	6.159788483398253
HG03563	7300	3105	-0.00547945	-40.0	HG03563	MSL	AFR	female	16.45559629169843
HG03565	7300	3108	-0.00712636	-52.0224	HG03565	MSL	AFR	male	8.056307440880216
HG03567	7300	3057	-0.00721412	-52.6631	HG03567	MSL	AFR	female	7.6086909610825675
HG03571	7300	3099	-0.00703396	-51.3479	HG03571	MSL	AFR	male	8.52753783829478
HG03572	7300	3045	-0.00756407	-55.2177	HG03572	MSL	AFR	female	5.823953862142238
HG03575	7300	3097	-0.007869	-57.4437	HG03575	MSL	AFR	female	4.268788755181786
HG03577	7300	3056	-0.00588621	-42.9693	HG03577	MSL	AFR	male	14.38113458815051
HG03578	7300	3098	-0.00665092	-48.5517	HG03578	MSL	AFR	female	10.481065543632976
HG03583	7300	3052	-0.00780105	-56.9477	HG03583	MSL	AFR	female	4.615312516660847
HG03585	7300	3225	-0.00836836	-61.089	HG03585	BEB	SAS	male	1.7220486992954718
HG03589	7300	3270	-0.00803879	-58.6832	HG03589	BEB	SAS	female	3.4028286697920826
HG03593	7300	3229	-0.008106	-59.1738	HG03593	BEB	SAS	male	3.0600775460388037
HG03594	7300	3221	-0.00826304	-60.3202	HG03594	BEB	SAS	male	2.2591605295880117
HG03595	7300	3273	-0.00840105	-61.3277	HG03595	BEB	SAS	female	1.5552841390836738
HG03598	7300	3212	-0.00859397	-62.736	HG03598	BEB	SAS	female	0.5713941929325503
HG03600	7300	3254	-0.00844404	-61.6415	HG03600	BEB	SAS	male	1.3360519690188981
HG03603	7300	3254	-0.00857248	-62.5791	HG03603	BEB	SAS	male	0.6810102779649383
HG03604	7300	3233	-0.00839021	-61.2485	HG03604	BEB	SAS	female	1.6106161590617816
HG03607	7300	3195	-0.00819655	-59.8348	HG03607	BEB	SAS	female	2.598278742938686
HG03611	7300	3233	-0.0083199	-60.7353	HG03611	BEB	SAS	female	1.969156470334064
HG03615	7300	3179	-0.00803086	-58.6253	HG03615	BEB	SAS	male	3.443279729851833
HG03616	7300	3302	-0.00847268	-61.8506	HG03616	BEB	SAS	female	1.1899670526373034
HG03619	7300	3263	-0.00871959	-63.653	HG03619	PJL	SAS	female	-0.06925558383417807
HG03624	7300	3252	-0.00867677	-63.3404	HG03624	PJL	SAS	male	0.14913822229153245
HG03625	7300	3230	-0.00854495	-62.3781	HG03625	PJL	SAS	female	0.8214362377578586
HG03629	7300	3214	-0.00858889	-62.6989	HG03629	PJL	SAS	male	0.5973136113818879
HG03631	7300	3209	-0.00852297	-62.2177	HG03631	PJL	SAS	female	0.9334975509458464
HG03634	7300	3274	-0.00861021	-62.8545	HG03634	PJL	SAS	female	0.48860575395015116
HG03636	7300	3261	-0.0084551	-61.7222	HG03636	PJL	SAS	male	1.2796719941169623
HG03640	7300	3248	-0.00803741	-58.6731	HG03640	PJL	SAS	female	3.409884899612524
HG03642	7300	3182	-0.00844859	-61.6747	HG03642	STU	SAS	female	1.312857233371509
HG03643	7300	3283	-0.00820274	-59.88	HG03643	STU	SAS	female	2.5667003679006744
HG03644	7300	3232	-0.00848436	-61.9358	HG03644	STU	SAS	male	1.1304432129638842
HG03645	7300	3177	-0.00794668	-58.0108	HG03645	STU	SAS	female	3.8725919303132876
HG03646	7300	3219	-0.008174	-59.6702	HG03646	STU	SAS	male	2.71327432991339
HG03649	7300	3244	-0.00866397	-63.247	HG03649	PJL	SAS	male	0.21439088221521183
HG03652	7300	3283	-0.00855936	-62.4833	HG03652	PJL	SAS	male	0.7479396657667382
HG03653	7300	3241	-0.00849349	-62.0025	HG03653	PJL	SAS	female	1.0838441506843433
HG03660	7300	3256	-0.00833182	-60.8223	HG03660	PJL	SAS	male	1.9083750847520544
HG03663	7300	3149	-0.00831307	-60.6854	HG03663	PJL	SAS	male	2.004018437466736
HG03667	7300	3238	-0.00811281	-59.2235	HG03667	PJL	SAS	male	3.0253553062293084
HG03668	7300	3245	-0.00863137	-63.009	HG03668	PJL	SAS	female	0.3806663967958888
HG03672	7300	3200	-0.00836738	-61.0819	HG03672	STU	SAS	male	1.7270090192682575
HG03673	7300	3240	-0.00837107	-61.1088	HG03673	STU	SAS	female	1.7082156943009423
HG03679	7300	3198	-0.00832693	-60.7866	HG03679	STU	SAS	male	1.933316411939155
HG03680	7300	3172	-0.00835904	-61.021	HG03680	STU	SAS	male	1.7695559891756638
HG03681	7300	3238	-0.00801551	-58.5132	HG03681	STU	SAS	male	3.5215968944925677
HG03684	7300	3195	-0.00818608	-59.7584	HG03684	STU	SAS	female	2.6516545803923153
HG03685	7300	3246	-0.00833203	-60.8238	HG03685	STU	SAS	male	1.9073271298282266
HG03686	7300	3201	-0.00842234	-61.4831	HG03686	STU	SAS	male	1.4467160089751137
HG03687	7300	3261	-0.00835723	-61.0078	HG03687	STU	SAS	male	1.7787779925053468
HG03689	7300	3247	-0.00848038	-61.9068	HG03689	STU	SAS	female	1.1507036748245574
HG03690	7300	3220	-0.00824977	-60.2233	HG03690	STU	SAS	female	2.326858417667286
HG03691	7300	3249	-0.00858936	-62.7023	HG03691	STU	SAS	male	0.5949382468878788
HG03692	7300	3227	-0.0083433	-60.9061	HG03692	STU	SAS	female	1.8498293363408722
HG03693	7300	3275	-0.00828881	-60.5083	HG03693	STU	SAS	male	2.127746982140007
HG03694	7300	3262	-0.00821204	-59.9479	HG03694	STU	SAS	male	2.519262941682073
HG03695	7300	3122	-0.00825077	-60.2306	HG03695	STU	SAS	male	2.321758370371324
HG03696	7300	3247	-0.00835123	-60.964	HG03696	STU	SAS	male	1.8093782762811217
HG03697	7300	3244	-0.00782271	-57.1058	HG03697	STU	SAS	male	4.504858067689393
HG03698	7300	3219	-0.00823871	-60.1426	HG03698	STU	SAS	female	2.383238392569222
HG03702	7300	3214	-0.00816664	-59.6165	HG03702	PJL	SAS	male	2.7507911161864245
HG03703	7300	3239	-0.00836015	-61.0291	HG03703	PJL	SAS	female	1.7638970325869945
HG03705	7300	3236	-0.00843204	-61.5539	HG03705	PJL	SAS	male	1.3972525365704427
HG03706	7300	3233	-0.00865133	-63.1547	HG03706	PJL	SAS	female	0.2788750418614168
HG03708	7300	3239	-0.00834184	-60.8954	HG03708	PJL	SAS	male	1.8573047481308438
HG03709	7300	3235	-0.00842097	-61.4731	HG03709	PJL	SAS	female	1.4537023751339644
HG03711	7300	3224	-0.00850636	-62.0964	HG03711	STU	SAS	male	1.0182421724527195
HG03713	7300	3237	-0.00850844	-62.1116	HG03713	ITU	SAS	male	1.0076228958912645
HG03714	7300	3219	-0.00850068	-62.055	HG03714	ITU	SAS	female	1.047165728350369
HG03716	7300	3305	-0.0081713	-59.6505	HG03716	ITU	SAS	male	2.727037471246329
HG03717	7300	3271	-0.00866467	-63.2521	HG03717	ITU	SAS	female	0.21082783547419817
HG03718	7300	3243	-0.00813301	-59.371	HG03718	ITU	SAS	male	2.922306405386241
HG03720	7300	3251	-0.00795125	-58.0441	HG03720	ITU	SAS	male	3.8493273310043126
HG03722	7300	3240	-0.00822359	-60.0322	HG03722	ITU	SAS	female	2.4603678749629467
HG03727	7300	3205	-0.00862732	-62.9794	HG03727	ITU	SAS	male	0.40134604062609214
HG03729	7300	3222	-0.00810081	-59.1359	HG03729	ITU	SAS	male	3.086555873780853
HG03730	7300	3241	-0.0083631	-61.0506	HG03730	ITU	SAS	female	1.7488763453454605
HG03731	7300	3268	-0.00833108	-60.8169	HG03731	ITU	SAS	female	1.9121477224778356
HG03733	7300	3216	-0.00802764	-58.6018	HG03733	STU	SAS	female	3.4596976903251395
HG03736	7300	3204	-0.00854237	-62.3593	HG03736	STU	SAS	female	0.8345706061365045
HG03738	7300	3222	-0.00849244	-61.9948	HG03738	STU	SAS	male	1.0892236526266592
HG03740	7300	3236	-0.00860086	-62.7863	HG03740	STU	SAS	male	0.5362527711535249
HG03741	7300	3240	-0.00856588	-62.5309	HG03741	STU	SAS	female	0.7146845628506008
HG03742	7300	3219	-0.00833449	-60.8418	HG03742	ITU	SAS	male	1.8947516707422924
HG03743	7300	3164	-0.00838182	-61.1873	HG03743	STU	SAS	male	1.6533727199539554
HG03744	7300	3176	-0.00864319	-63.0953	HG03744	STU	SAS	male	0.3203740568449952
HG03745	7300	3213	-0.00880615	-64.2849	HG03745	STU	SAS	male	-0.5107240614120314
HG03746	7300	3197	-0.008457	-61.7361	HG03746	STU	SAS	male	1.2699609451561584
HG03750	7300	3298	-0.00843511	-61.5763	HG03750	STU	SAS	male	1.381603076374611
HG03752	7300	3233	-0.00828449	-60.4768	HG03752	STU	SAS	female	2.1497540355403917
HG03753	7300	3238	-0.0080406	-58.6964	HG03753	STU	SAS	male	3.3936066664623996
HG03754	7300	3354	-0.00858563	-62.6751	HG03754	STU	SAS	female	0.6139411628399566
HG03755	7300	3190	-0.0087961	-64.2115	HG03755	STU	SAS	male	-0.45944413380606314
HG03756	7300	3206	-0.00834626	-60.9277	HG03756	STU	SAS	female	1.8347387854377524
HG03757	7300	3248	-0.00847416	-61.8614	HG03757	STU	SAS	female	1.182421777185741
HG03760	7300	3244	-0.00836096	-61.035	HG03760	STU	SAS	female	1.759775076553274
HG03762	7300	3190	-0.00846178	-61.771	HG03762	PJL	SAS	female	1.2455785272617648
HG03765	7300	3186	-0.00820458	-59.8934	HG03765	PJL	SAS	female	2.5573386372478146
HG03767	7300	3247	-0.00848977	-61.9753	HG03767	PJL	SAS	male	1.1028470666364212
HG03770	7300	3200	-0.00833947	-60.8781	HG03770	ITU	SAS	female	1.8693911615856569
HG03771	7300	3214	-0.00845751	-61.7398	HG03771	ITU	SAS	male	1.2673759896773817
HG03772	7300	3233	-0.00828303	-60.4661	HG03772	ITU	SAS	female	2.157229447330363
HG03773	7300	3181	-0.00822889	-60.0709	HG03773	ITU	SAS	male	2.4333306379281905
HG03774	7300	3225	-0.00763196	-55.7133	HG03774	ITU	SAS	female	5.477709555309536
HG03775	7300	3244	-0.00833566	-60.8503	HG03775	ITU	SAS	male	1.8888132595072697
HG03777	7300	3244	-0.00833453	-60.8421	HG03777	ITU	SAS	male	1.894542079757525
HG03778	7300	3213	-0.00831773	-60.7194	HG03778	ITU	SAS	male	1.9802647925266401
HG03779	7300	3232	-0.00795345	-58.0602	HG03779	ITU	SAS	male	3.8380792814885596
HG03780	7300	3229	-0.00831626	-60.7087	HG03780	ITU	SAS	female	1.9877402043166117
HG03781	7300	3221	-0.00810905	-59.1961	HG03781	ITU	SAS	female	3.0444979495045628
HG03782	7300	3281	-0.00843603	-61.583	HG03782	ITU	SAS	female	1.3769222110481838
HG03784	7300	3202	-0.0081094	-59.1986	HG03784	ITU	SAS	female	3.0427513579648515
HG03785	7300	3220	-0.00814058	-59.4262	HG03785	ITU	SAS	male	2.8837416641893783
HG03786	7300	3286	-0.00833601	-60.8529	HG03786	ITU	SAS	male	1.8869968043059675
HG03787	7300	3215	-0.00847301	-61.853	HG03787	ITU	SAS	female	1.1882903247591778
HG03788	7300	3195	-0.00819284	-59.8077	HG03788	ITU	SAS	male	2.6172117952291782
HG03789	7300	3200	-0.00846038	-61.7608	HG03789	ITU	SAS	female	1.252704620743792
HG03790	7300	3252	-0.00837885	-61.1656	HG03790	ITU	SAS	male	1.6685331345186662
HG03792	7300	3212	-0.00813333	-59.3733	HG03792	ITU	SAS	male	2.9206995411697063
HG03793	7300	3238	-0.0084301	-61.5397	HG03793	BEB	SAS	female	1.4071731765160094
HG03796	7300	3232	-0.00847496	-61.8672	HG03796	BEB	SAS	female	1.1783696848136114
HG03800	7300	3275	-0.00817241	-59.6586	HG03800	BEB	SAS	male	2.7213785146576592
HG03802	7300	3224	-0.00844511	-61.6493	HG03802	BEB	SAS	female	1.3306026034149963
HG03803	7300	3242	-0.00881781	-64.37	HG03803	BEB	SAS	male	-0.5701780374238697
HG03805	7300	3186	-0.0082956	-60.5579	HG03805	BEB	SAS	female	2.0930946059921025
HG03808	7300	3275	-0.00815874	-59.5588	HG03808	BEB	SAS	female	2.7911024489230036
HG03809	7300	3198	-0.00804073	-58.6973	HG03809	BEB	SAS	male	3.392977893508102
HG03812	7300	3253	-0.00832404	-60.7655	HG03812	BEB	SAS	male	1.9480576445343305
HG03814	7300	3220	-0.00847674	-61.8802	HG03814	BEB	SAS	female	1.1692874088071001
HG03815	7300	3255	-0.00836263	-61.0472	HG03815	BEB	SAS	male	1.7512517098394744
HG03817	7300	3230	-0.00826975	-60.3692	HG03817	BEB	SAS	female	2.2249273354096375
HG03821	7300	3211	-0.00872332	-63.6802	HG03821	BEB	SAS	male	-0.08825849978625587
HG03823	7300	3252	-0.00856868	-62.5514	HG03823	BEB	SAS	female	0.7003625122249554
HG03824	7300	3171	-0.00841959	-61.463	HG03824	BEB	SAS	male	1.4607586049544057
HG03826	7300	3236	-0.00837082	-61.107	HG03826	BEB	SAS	female	1.7094732402095376
HG03829	7300	3223	-0.00787988	-57.5231	HG03829	BEB	SAS	female	4.213317007880502
HG03830	7300	3278	-0.00825597	-60.2686	HG03830	BEB	SAS	male	2.2952101789676886
HG03832	7300	3228	-0.00851145	-62.1336	HG03832	BEB	SAS	female	0.9922528903417912
HG03833	7300	3220	-0.00827074	-60.3764	HG03833	BEB	SAS	male	2.2198971517752657
HG03836	7300	3254	-0.00855378	-62.4426	HG03836	STU	SAS	female	0.7763741760332665
HG03837	7300	3227	-0.00830214	-60.6056	HG03837	STU	SAS	male	2.059769639414374
HG03838	7300	3166	-0.00842753	-61.521	HG03838	STU	SAS	female	1.4202376812330644
HG03844	7300	3276	-0.00857973	-62.632	HG03844	STU	SAS	male	0.6440524009846105
HG03846	7300	3237	-0.00859325	-62.7307	HG03846	STU	SAS	male	0.5750969669967407
HG03848	7300	3221	-0.00866121	-63.2268	HG03848	STU	SAS	male	0.2285033418560947
HG03849	7300	3187	-0.00862066	-62.9308	HG03849	STU	SAS	female	0.4352997801581131
HG03850	7300	3214	-0.00824973	-60.223	HG03850	STU	SAS	male	2.327068008652054
HG03851	7300	3253	-0.00867253	-63.3095	HG03851	STU	SAS	male	0.1707260937223869
HG03854	7300	3201	-0.00853107	-62.2768	HG03854	STU	SAS	male	0.8922081269470307
HG03856	7300	3268	-0.0080294	-58.6146	HG03856	STU	SAS	male	3.450755141641805
HG03857	7300	3251	-0.00814456	-59.4553	HG03857	STU	SAS	female	2.8634113386671194
HG03858	7300	3191	-0.00825373	-60.2522	HG03858	STU	SAS	female	2.306667819468204
HG03861	7300	3239	-0.00829316	-60.5401	HG03861	ITU	SAS	female	2.1055303377548547
HG03862	7300	3225	-0.00861929	-62.9208	HG03862	ITU	SAS	female	0.4422861463169637
HG03863	7300	3272	-0.00843712	-61.591	HG03863	ITU	SAS	female	1.3713331181211004
HG03864	7300	3168	-0.00816458	-59.6014	HG03864	ITU	SAS	male	2.761340529086294
HG03866	7300	3218	-0.00861336	-62.8775	HG03866	ITU	SAS	male	0.4725371117847943
HG03867	7300	3233	-0.0084879	-61.9617	HG03867	ITU	SAS	male	1.1123485246124576
HG03868	7300	3209	-0.00831596	-60.7065	HG03868	ITU	SAS	female	1.9892772048715606
HG03869	7300	3223	-0.00843405	-61.5686	HG03869	ITU	SAS	male	1.386982578316927
HG03870	7300	3214	-0.00821211	-59.9484	HG03870	ITU	SAS	male	2.518913623374129
HG03871	7300	3206	-0.00828444	-60.4764	HG03871	ITU	SAS	male	2.150033490186745
HG03872	7300	3239	-0.00829633	-60.5632	HG03872	ITU	SAS	male	2.089391831927907
HG03873	7300	3226	-0.00804449	-58.7248	HG03873	ITU	SAS	female	3.3737653865712565
HG03874	7300	3209	-0.00799427	-58.3582	HG03874	ITU	SAS	female	3.6298855699547743
HG03875	7300	3259	-0.00872696	-63.7068	HG03875	ITU	SAS	male	-0.10684223376880352
HG03882	7300	3242	-0.00838133	-61.1837	HG03882	ITU	SAS	female	1.6558878117711413
HG03884	7300	3231	-0.00864482	-63.1072	HG03884	STU	SAS	female	0.31206028111596334
HG03885	7300	3264	-0.00823156	-60.0904	HG03885	STU	SAS	male	2.4197072239184285
HG03886	7300	3234	-0.00826997	-60.3708	HG03886	STU	SAS	female	2.2238095168242187
HG03887	7300	3181	-0.00859158	-62.7185	HG03887	STU	SAS	male	0.5836203337105401
HG03888	7300	3273	-0.00832052	-60.7398	HG03888	STU	SAS	female	1.9660126055625806
HG03890	7300	3214	-0.00837849	-61.163	HG03890	STU	SAS	male	1.6703495897199685
HG03894	7300	3248	-0.00870142	-63.5204	HG03894	STU	SAS	female	0.023383631432196853
HG03895	7300	3208	-0.00846834	-61.8189	HG03895	STU	SAS	female	1.2121138333608648
HG03896	7300	3266	-0.00837442	-61.1333	HG03896	STU	SAS	male	1.6910990972117577
HG03897	7300	3201	-0.00848899	-61.9696	HG03897	STU	SAS	female	1.106829295346965
HG03898	7300	3213	-0.00812342	-59.301	HG03898	STU	SAS	female	2.971210968498205
HG03899	7300	3217	-0.00809382	-59.0849	HG03899	STU	SAS	male	3.1221863411909996
HG03900	7300	3201	-0.00867707	-63.3426	HG03900	STU	SAS	male	0.1476012217365886
HG03902	7300	3256	-0.00766522	-55.9561	HG03902	BEB	SAS	male	5.3080805849726085
HG03905	7300	3226	-0.00837971	-61.1719	HG03905	BEB	SAS	male	1.6641317238385873
HG03907	7300	3223	-0.00833825	-60.8692	HG03907	BEB	SAS	female	1.875609027467038
HG03908	7300	3252	-0.0080301	-58.6197	HG03908	BEB	SAS	male	3.447192094900791
HG03910	7300	3222	-0.00817749	-59.6957	HG03910	BEB	SAS	female	2.695459096208317
HG03911	7300	3211	-0.00830463	-60.6238	HG03911	BEB	SAS	male	2.0470544530052632
HG03913	7300	3180	-0.00830312	-60.6128	HG03913	BEB	SAS	female	2.0547394557800027
HG03914	7300	3235	-0.00832936	-60.8043	HG03914	BEB	SAS	male	1.9209505438379886
HG03916	7300	3288	-0.00832315	-60.759	HG03916	BEB	SAS	female	1.9525987825375861
HG03917	7300	3273	-0.00836286	-61.0489	HG03917	BEB	SAS	male	1.750064027592465
HG03919	7300	3193	-0.00833514	-60.8465	HG03919	BEB	SAS	female	1.8914680786476323
HG03920	7300	3239	-0.00818414	-59.7442	HG03920	BEB	SAS	male	2.6615752203378866
HG03922	7300	3200	-0.0085943	-62.7384	HG03922	BEB	SAS	female	0.5697174650544249
HG03925	7300	3224	-0.00852655	-62.2438	HG03925	BEB	SAS	female	0.915263135271243
HG03926	7300	3190	-0.00855408	-62.4448	HG03926	BEB	SAS	male	0.7748371754783178
HG03928	7300	3245	-0.0078247	-57.1203	HG03928	BEB	SAS	female	4.4947278367590595
HG03931	7300	3220	-0.00814982	-59.4937	HG03931	BEB	SAS	female	2.836583692617131
HG03934	7300	3300	-0.00833678	-60.8585	HG03934	BEB	SAS	female	1.8830844392570096
